#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-07-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1373127296.358597	CCX5sM1EVryDZUioT7	192.168.64.10	1030	67.221.183.64	80	1	GET	billboard.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1373127302.89533	CfQraE3feJDMGdp8m3	192.168.64.10	1082	66.226.78.248	80	1	GET	w1.luckyorange.com	/pubnub.json.any_available_operator.php?r=11778&cid=null&jsoncallback=WTW_Watcher.on_any_available_operator	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1373127311.983145	CwDmdb1r67ukf8QpPg	192.168.64.10	1087	69.197.35.172	80	1	GET	sekos.bvmedia.us	/LIhj_5j0JD-v10bm/K10PIw/K0a3_7s06TyK-0lFQe0kd-9L0WBjd0/qd4T/09K1/v0F1D716T3_s/?	http://ancaeus.edidomus.us/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1373127312.359749	CwDmdb1r67ukf8QpPg	192.168.64.10	1087	69.197.35.172	80	2	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/	http://ancaeus.edidomus.us/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32029	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft8xqE1Y8QNXseN847	text/html
1373127312.900977	CyOSEV1RIhabaUCOMb	192.168.64.10	1088	69.197.35.172	80	1	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/ptbdppp.html	http://sekos.bvmedia.us/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1036	200	OK	-	-	-	(empty)	-	-	-	-	-	F4AZx13VDkYN5rbXl4	text/html
1373127313.383123	CwDmdb1r67ukf8QpPg	192.168.64.10	1087	69.197.35.172	80	3	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/jorg.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17003	200	OK	-	-	-	(empty)	-	-	-	-	-	FjPmug1K2c7MH5HBn7	text/html
1373127315.013835	C9Z8mi3GJDMa2ADdc7	192.168.64.10	1090	69.197.35.172	80	1	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/TxpaZ.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	14520	200	OK	-	-	-	(empty)	-	-	-	-	-	FLAdws1d0vZnDLzKAg	application/zip
1373127315.576076	C9Z8mi3GJDMa2ADdc7	192.168.64.10	1090	69.197.35.172	80	2	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/TxpaZ.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	14520	200	OK	-	-	-	(empty)	-	-	-	-	-	FKClfSPogjlYmupDc	application/zip
1373127316.233334	C9Z8mi3GJDMa2ADdc7	192.168.64.10	1090	69.197.35.172	80	3	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/TxpaZ.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	14520	200	OK	-	-	-	(empty)	-	-	-	-	-	F75NLS2TaWfYg4Pgac	application/zip
1373127319.25776	C9Z8mi3GJDMa2ADdc7	192.168.64.10	1090	69.197.35.172	80	4	GET	sekos.bvmedia.us	/ADkmlC0O-a7l0Nv-3T0Ri5-M0JiCB-07qjg0dkZ/Z0n/qtK0X_Ia90/ebXf16/7gL0myi8-0GN9u0-FRV-X0tBZe0t/oH20/ktwx0P8Em/0a2W_e11-Wef0yx_Id0Cmsw0R-9gu0xqIh_0Zogo0KxKo10/DTt0L_BsG0/8GgG0Xf-pr0LEup_0ccq104s_5h0_Ugl81_5oir0U-Lj70kbT/B17vAd0-bMoV0eYVj-0mAQo_15OI_H13-5Rr0jhcw-0b7iH0DHt/Y0d/ZW906YG7_0H7pE0-R0We/TxpaZ.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	14520	200	OK	-	-	-	(empty)	-	-	-	-	-	FVx8Ei1KJw0RXQkK3c	application/zip
1373127319.81995	C9Z8mi3GJDMa2ADdc7	192.168.64.10	1090	69.197.35.172	80	5	GET	sekos.bvmedia.us	/2Pk_na00Vxvj0G-NOn0bq_ez0GD_bD0H/Nu90wq_NN0a77_b0NYJw0nW-xs09_W2412M/rq0/LRN70Vv/GX0l/Gnf/11b-6t0cK_1z0_af3N0S_uCn0q6N/V0H_dYB0wgkQ1/0WUK0lWgu0-pu/Nk0PJ9/50_HIBe0m_bUY02_Ti10/n7YD-0bxPm0vKTz-15rE_b0_KzY2/008oM0/vfw90uB/QY0hBB70_3uf-o0aq-r40a5f-t0cbHD0/3Ni0-0rct/t0ZJYj_0HbAt0q-LN10W_FUa0Xq-1t06Wu10_fus6-0GLtW0w-inq/otxNI4zYGj.exe?F38FtDVvZHusY=S2&h=11	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	130560	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe6DLL3kcBTyUpFbzf	application/x-dosexec
1373127321.733046	CkkWRW3efkTWzKHtL4	192.168.64.10	1092	50.22.196.70	80	1	GET	j.maxmind.com	/app/geoip.js	-	-	0	512	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo85HQGbpxYvyrtc4	text/plain
1373127336.400022	CKw1793UyeuUlKfQtc	192.168.64.10	1113	83.133.120.16	80	1	GET	xlotxdxtorwfmvuzfuvtspel.com	/mmmgT7RXCXeWdj0xLjImaWQ9MjkwODMzMzIwNyZhaWQ9MzA1NjEmc2lkPTAmb3M9NS4xLTMyluVZcI6S	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
#close	2014-04-03-10-07-02
