#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-59-59
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389760993.68382	CQo9P49tLXXdrz95c	192.168.87.10	1036	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FYj0XS38ryRu8OJi2l	text/html
1389760997.827364	CizB4d3JXsyjryT3Hc	192.168.87.10	1047	74.125.224.252	80	3	GET	ad.doubleclick.net	/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=576549;click=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBPPMebRHWUviCKY68lgSO9oDAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_0rpJcytoOW_duaugZ4TjrOLRWydg%26client%3Dca-pub-5879424030113912%26adurl%3Dhttp://bell-serve.acuityplatform.com:8080/Adserver/landing?bc=576549&position=3&bannerid=112905&campaignid=20065&mastercampaignid=7021&sizeid=2&exid=7&adid=7&xuid=87ea00a3-5dfd-40ee-85f7-49b74f601e49&agentcode=20&geocode=6&geostrcode=USCA&siteid=20787&pubid=1&reqid=3c2f2ff5-804c-4b20-abf2-a3dab35165fc&ip=40eb9b51&ts=1439434181b&test=0&cnt=US&rg=CA&cty=Campbell&ag=7&gnd=2&uq=0&sg=0&sgs=[]&tt=3c2f2ff5-804c-4b20-abf2-a3dab35165fc&uaos=3&uab=4&ist=1439434181b&pl=20788&vrt=0&vrl=&bid=0.000000&mhr=0.000000&landingUrl=;?	http://bell-ex.acuityplatform.com/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=684161174&cu=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBPPMebRHWUviCKY68lgSO9oDAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_0rpJcytoOW_duaugZ4TjrOLRWydg%2526client%253Dca-pub-5879424030113912%2526adurl%253D&lc=http%3A//www.besthealthmag.ca/&rf=&ty=if	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10196	200	OK	-	-	-	(empty)	-	-	-	-	-	FBA4Bd4Mr6VSZx5QS8	text/html
1389760998.571746	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	14	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/footer.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	353	200	OK	-	-	-	(empty)	-	-	-	-	-	FqONZn3o7kEvG96iId	image/gif
1389760998.749052	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	16	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/banner-right-top-light-blue-cut.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	155	200	OK	-	-	-	(empty)	-	-	-	-	-	FFGCdQvCKGH1QLIrj	image/gif
1389760998.748796	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/bg-footer-sprtr.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	187	200	OK	-	-	-	(empty)	-	-	-	-	-	F4OxzMptqn0D5z0La	image/gif
1389760998.74933	CiFJzJ2znMum211Zze	192.168.87.10	1067	72.21.91.113	80	1	GET	tags.crwdcntrl.net	/c/2201/cc.js?ns=_cc2201	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	41203	200	OK	-	-	-	(empty)	-	-	-	-	-	F3l3TNNnbGjkLove5	text/plain
1389760998.749607	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	18	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/parnter-h2.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2889	200	OK	-	-	-	(empty)	-	-	-	-	-	FVPEHA25iF5KS2mI94	image/gif
1389760998.742863	C60w06OBtaHV2XsX4	192.168.87.10	1062	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_body.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3542	200	OK	-	-	-	(empty)	-	-	-	-	-	FR46xAZXRTKURlsmf	image/jpeg
1389760998.74393	CxmLl143FyCVeYm3Qj	192.168.87.10	1065	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_facebook.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4008	200	OK	-	-	-	(empty)	-	-	-	-	-	F4QqPJ2dyIFFuiehC6	image/jpeg
1389760998.834129	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/logo-readers-digest-small.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	804	200	OK	-	-	-	(empty)	-	-	-	-	-	FQhgqCFGPx28jNCQ	image/gif
1389760998.839822	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	15	GET	www.besthealthmag.ca	/sites/default/files/images/logo-selection.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2184	200	OK	-	-	-	(empty)	-	-	-	-	-	FcyHTr15rUPj2kkh37	image/gif
1389760998.858654	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	17	GET	www.besthealthmag.ca	/sites/default/files/images/logo-best-health.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2025	200	OK	-	-	-	(empty)	-	-	-	-	-	FPYQXc0FQdh3TfHhf	image/gif
1389760998.872115	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	19	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/grey-saprator.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	44	200	OK	-	-	-	(empty)	-	-	-	-	-	F59M6vGg7vw7tfox1	image/gif
1389760998.872804	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	19	GET	www.besthealthmag.ca	/sites/default/files/images/logo-our-canada.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1871	200	OK	-	-	-	(empty)	-	-	-	-	-	F8miuRjPW5HwubJy1	image/gif
1389760998.872488	CwJw4v39qA9QXQ4q3	192.168.87.10	1041	72.21.91.19	80	19	GET	www.besthealthmag.ca	/sites/default/files/images/logo-more-our-canada.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1951	200	OK	-	-	-	(empty)	-	-	-	-	-	FeRBrR3xrrB7yHM3Ne	image/gif
1389760998.876575	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	16	GET	www.besthealthmag.ca	/sites/default/files/images/logo-plaisirs-sante.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1705	200	OK	-	-	-	(empty)	-	-	-	-	-	F2LsdD2ae22HZKX2kd	image/gif
1389760998.871081	CAd7Xo4pm4robNUuna	192.168.87.10	1070	74.125.224.187	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=576549;click=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBPPMebRHWUviCKY68lgSO9oDAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_0rpJcytoOW_duaugZ4TjrOLRWydg%2526client%253Dca-pub-5879424030113912%2526adurl%253Dhttp%3A%2F%2Fbell-serve.acuityplatform.com%3A8080%2FAdserver%2Flanding%3Fbc%3D576549%26position%3D3%26bannerid%3D112905%26campaignid%3D20065%26mastercampaignid%3D7021%26sizeid%3D2%26exid%3D7%26adid%3D7%26xuid%3D87ea00a3-5dfd-40ee-85f7-49b74f601e49%26agentcode%3D20%26geocode%3D6%26geostrcode%3DUSCA%26siteid%3D20787%26pubid%3D1%26reqid%3D3c2f2ff5-804c-4b20-abf2-a3dab35165fc%26ip%3D40eb9b51%26ts%3D1439434181b%26test%3D0%26cnt%3DUS%26rg%3DCA%26cty%3DCampbell%26ag%3D7%26gnd%3D2%26uq%3D0%26sg%3D0%26sgs%3D%5B%5D%26tt%3D3c2f2ff5-804c-4b20-abf2-a3dab35165fc%26uaos%3D3%26uab%3D4%26ist%3D1439434181b%26pl%3D20788%26vrt%3D0%26vrl%3D%26bid%3D0.000000%26mhr%3D0.000000&landingUrl=;?	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FlnjAU3f8PFHjvJaN1	text/plain
1389760998.743432	CluO0RdnK63gr3Rab	192.168.87.10	1061	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_twitter.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4131	200	OK	-	-	-	(empty)	-	-	-	-	-	FshSmR3n3cdLZr9iH8	image/jpeg
1389760998.74318	Cc0qwL1sp7nkVsf0z1	192.168.87.10	1063	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_header.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4971	200	OK	-	-	-	(empty)	-	-	-	-	-	FER6efogjqaOpFpLi	image/jpeg
1389760998.748408	CHEeru3bOjDb4mgRAh	192.168.87.10	1066	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_rss.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	Fm4r6d49ggA1pDpuf1	image/jpeg
1389760998.856628	C60w06OBtaHV2XsX4	192.168.87.10	1062	209.197.105.39	80	2	GET	www.rd.ca	/bh/images/BH_newsletter_box_footer.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4065	200	OK	-	-	-	(empty)	-	-	-	-	-	FrUcdaIIH6stFjhJl	image/jpeg
1389760998.743686	CjEgMn1ib37LxVAyda	192.168.87.10	1064	209.197.105.39	80	1	GET	www.rd.ca	/bh/images/BH_newsletter_box_signup.jpg	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	13094	200	OK	-	-	-	(empty)	-	-	-	-	-	FSdCr22HLkiCY1bhg3	image/jpeg
1389760998.998215	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	18	GET	www.besthealthmag.ca	/sites/default/files/images/logo-taste-of-home.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2196	200	OK	-	-	-	(empty)	-	-	-	-	-	FSYQBI2qcCmIpu4AG1	image/gif
1389760999.008614	C9r2tF47osGhMLKcK5	192.168.87.10	1040	72.21.91.19	80	20	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/rss-icon.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1157	200	OK	-	-	-	(empty)	-	-	-	-	-	FQp5Hi2zkqXoge5vS4	image/gif
1389760998.749884	CYsYuj2lHfWVUhwP21	192.168.87.10	1042	72.21.91.19	80	19	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/contests-h1.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1332	200	OK	-	-	-	(empty)	-	-	-	-	-	Fh0jT94WJUCJNlfSW5	image/gif
1389760999.014151	CwW1Hf1DLAud8OgaE4	192.168.87.10	1072	157.56.67.170	80	1	GET	view.atdmt.com	/CCS/iview/439149855/direct/01/302166?click=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBu-jXcBHWUpL5D4HakwS_hICAD8e2rMIDAAAAEAEgADgAWN_AztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_186CdxBMwO1XWPur4p7MsMwsz_jA%26client%3Dca-pub-5879424030113912%26adurl%3Dhttp://bell-serve.acuityplatform.com:8080/Adserver/landing?bc=302166&position=3&bannerid=113217&campaignid=20255&mastercampaignid=7087&sizeid=3&exid=7&adid=7&xuid=87ea00a3-5dfd-40ee-85f7-49b74f601e49&agentcode=20&geocode=6&geostrcode=USCA&siteid=20786&pubid=1&reqid=f09eacb7-cc8c-4615-9c23-f94cab1b42b0&ip=40eb9b51&ts=14394341fe1&test=0&cnt=US&rg=CA&cty=Campbell&ag=3&gnd=1&uq=0&sg=0&sgs=[]&tt=f09eacb7-cc8c-4615-9c23-f94cab1b42b0&uaos=3&uab=4&ist=14394341fe2&pl=20787&vrt=0&vrl=&bid=0.000000&mhr=0.000000;landingUrl=	http://bell-ex.acuityplatform.com/AdEx/Banner?lg=EN&sz=300x250&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=1702645742&cu=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBu-jXcBHWUpL5D4HakwS_hICAD8e2rMIDAAAAEAEgADgAWN_AztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_186CdxBMwO1XWPur4p7MsMwsz_jA%2526client%253Dca-pub-5879424030113912%2526adurl%253D&lc=http%3A//www.besthealthmag.ca/&rf=&ty=if	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1548	200	OK	-	-	-	(empty)	-	-	-	-	-	FAlXiN1yDlcAcS1dCa	text/plain
1389760998.787391	CdQwqy1etvJhoyLEj3	192.168.87.10	1054	173.252.112.23	80	2	GET	www.facebook.com	/plugins/likebox/stream?id=7974553010&dom=pluginLikeboxStream&force_wall=false&nobootload=1&inlinecss=1&__user=0&__a=1&__dyn=7wfGbw&__req=1	http://www.facebook.com/plugins/likebox.php?id=7974553010&width=228&connections=0&stream=true&header=false&height=260	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	148938	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Jt3u2pkp1kxlJji	text/plain
1389760999.171203	CxFGH22XE7ANYcfr87	192.168.87.10	1073	206.47.50.233	80	1	GET	content-resources.sympatico.ca	/content/channels/global/omniture/s_code.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	23826	200	OK	-	-	-	(empty)	-	-	-	-	-	FCV9mx31tRpCIV5ihk	text/plain
1389760999.495571	CAd7Xo4pm4robNUuna	192.168.87.10	1070	74.125.224.187	80	2	GET	s0.2mdn.net	/3755243/3-RBC_Insurance_QandG_728x90_en_RevOct16.swf	http://ad.doubleclick.net/adi/N7916.126715.SYMPATICOMSN/B7983850.2;sz=728x90;ord=576549;click=http://adclick.g.doubleclick.net/aclk%253Fsa%2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	39324	200	OK	-	-	-	(empty)	-	-	-	-	-	FGpNCz25LwLVtllsO8	application/x-shockwave-flash
1389761001.090644	CzhYf42PW0gn2AZue	192.168.87.10	1078	66.235.138.224	80	1	GET	sympatico.112.2o7.net	/b/ss/bcspglobalen/1/H.19.4/s22489608568452?AQB=1&ndh=1&t=15/0/2014 3:41:5 3 300&ce=ISO-8859-1&ns=sympatico&pageName=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&g=http://www.besthealthmag.ca/&cc=CAD&ch=Best Health&server=www.besthealthmag.ca&events=event1&c1=Best Health&h1=Best Health|Womens Health & Lifestyle Magazine for Canadian Women - Best Health&c8=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&c9=http://www.besthealthmag.ca/&c10=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&v11=EN&v12=N/A&c16=EN&c17=N/A&c20=N/A&c21=New Visitor&c22=Wednesday-3:30AM&s=800x600&c=24&j=1.5&v=Y&k=Y&bw=800&bh=447&ct=lan&hp=N&AQE=1	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1389761001.090933	CCcqnF1VooDDorb3T8	192.168.87.10	1081	72.21.91.129	80	1	GET	assets.pinterest.com	/js/pinit.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	313	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhhbzo40iukhmRGIy	text/plain
1389761001.106599	CzhYf42PW0gn2AZue	192.168.87.10	1078	66.235.138.224	80	2	GET	sympatico.112.2o7.net	/b/ss/bcspglobalen/1/H.19.4/s22489608568452?AQB=1&pccr=true&vidn=296B08BA05148C77-400001812004946B&&ndh=1&t=15/0/2014 3:41:5 3 300&ce=ISO-8859-1&ns=sympatico&pageName=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&g=http://www.besthealthmag.ca/&cc=CAD&ch=Best Health&server=www.besthealthmag.ca&events=event1&c1=Best Health&h1=Best Health|Womens Health & Lifestyle Magazine for Canadian Women - Best Health&c8=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&c9=http://www.besthealthmag.ca/&c10=Best Health:Womens Health & Lifestyle Magazine for Canadian Women - Best Health&v11=EN&v12=N/A&c16=EN&c17=N/A&c20=N/A&c21=New Visitor&c22=Wednesday-3:30AM&s=800x600&c=24&j=1.5&v=Y&k=Y&bw=800&bh=447&ct=lan&hp=N&AQE=1	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FjWP8NXj45jnXVtH6	image/gif
1389761001.106977	ClV5FB3JdoOxLjicz6	192.168.87.10	1080	74.125.239.5	80	1	GET	www.google-analytics.com	/ga.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	39992	200	OK	-	-	-	(empty)	-	-	-	-	-	FoqtF64dF38t1ApQm	text/plain
1389761001.107239	Cb42KonvxOjnhFDx3	192.168.87.10	1079	69.31.112.120	80	1	GET	cdn.atdmt.com	/b/8ECCSCCCACDR/3025G_13102for99_CA.jpg	http://view.atdmt.com/CCS/iview/439149855/direct/01/302166?click=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBu-jXcBHWUpL5D4HakwS_hICAD8e2rMIDAAAAEAEgADgAWN_AztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%2526num%253D0%2526sig%253DAOD64_186CdxBMwO1XWPur4p7MsMwsz_jA%2526client%253Dca-pub-5879424030113912%2526adurl%253Dhttp%3A%2F%2Fbell-serve.acuityplatform.com%3A8080%2FAdserver%2Flanding%3Fbc%3D302166%26position%3D3%26bannerid%3D113217%26campaignid%3D20255%26mastercampaignid%3D7087%26sizeid%3D3%26exid%3D7%26adid%3D7%26xuid%3D87ea00a3-5dfd-40ee-85f7-49b74f601e49%26agentcode%3D20%26geocode%3D6%26geostrcode%3DUSCA%26siteid%3D20786%26pubid%3D1%26reqid%3Df09eacb7-cc8c-4615-9c23-f94cab1b42b0%26ip%3D40eb9b51%26ts%3D14394341fe1%26test%3D0%26cnt%3DUS%26rg%3DCA%26cty%3DCampbell%26ag%3D3%26gnd%3D1%26uq%3D0%26sg%3D0%26sgs%3D%5B%5D%26tt%3Df09eacb7-cc8c-4615-9c23-f94cab1b42b0%26uaos%3D3%26uab%3D4%26ist%3D14394341fe2%26pl%3D20787%26vrt%3D0%26vrl%3D%26bid%3D0.000000%26mhr%3D0.000000;landingUrl=	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	36287	200	OK	-	-	-	(empty)	-	-	-	-	-	FyKgSl34RcxDoQff1i	image/jpeg
1389761001.262288	CCXVB81u9RUruTPWP8	192.168.87.10	1082	23.67.247.168	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1382	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ9LOYWCToxceFPji	text/plain
1389761001.20913	C1KWEX2veUw7p3Ucvd	192.168.87.10	1077	8.21.32.169	80	1	GET	ipinvite.iperceptions.com	/Invitations/Javascripts/ip_Layer_Invitation_881.aspx	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	351	200	OK	-	-	-	(empty)	-	-	-	-	-	FYRBMH1ZZg4kWTH6ud	text/plain
1389761001.35014	ClV5FB3JdoOxLjicz6	192.168.87.10	1080	74.125.239.5	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.4.6&utms=1&utmn=1631136752&utmhn=www.besthealthmag.ca&utmcs=utf-8&utmsr=800x600&utmvp=780x427&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Womens Health & Lifestyle Magazine for Canadian Women | Best Health&utmhid=813972760&utmr=-&utmp=/&utmht=1389775266203&utmac=UA-291171-5&utmcc=__utma=158114473.1270536414.1389775266.1389775266.1389775266.1;+__utmz=158114473.1389775266.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=qAAAAC~	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	F7vE8f36pWPLrWR37c	image/gif
1389761001.388263	Caea4e313dIDATeeHg	192.168.87.10	1038	72.21.91.19	80	20	GET	www.besthealthmag.ca	/favicon.ico	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	573	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmskz43nrRRw1ervIj	image/gif
1389761001.369871	C1KWEX2veUw7p3Ucvd	192.168.87.10	1077	8.21.32.169	80	2	GET	ipinvite.iperceptions.com	/Invitations/Javascripts/ip_Layer_Invitation_881.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2882	200	OK	-	-	-	(empty)	-	-	-	-	-	FGMr2hiArCrjyjSeg	text/plain
1389761001.48163	CuPvST3XnOjZ2D5X2k	192.168.87.10	1037	72.21.91.19	80	17	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/selected-item.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1389761001.649732	CCA3Q91KOvj3c18dk	192.168.87.10	1083	199.233.57.41	80	1	GET	bcp.crwdcntrl.net	/5/c=2201/rand=456486190/pv=y/int=#OpR#35963#Language : en/rt=ifr	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1389761001.570155	CNk6UQ2jV6f1nyDpme	192.168.87.10	1039	72.21.91.19	80	19	GET	www.besthealthmag.ca	/poormanscron/run-cron-check	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	21	200	OK	-	-	-	(empty)	-	-	-	-	-	FUFuceEO3iqmxNpk	text/plain
