#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-18-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1323283736.925598	CuIov8Mta2zRG1tNk	192.168.31.10	1030	95.168.165.224	80	1	GET	bvonmovies.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	233	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FezZQ33aPcrXs4Rw5e	text/html
1323283796.755983	CtBngz2GtI2bc5pxTj	192.168.31.10	1084	66.235.142.57	80	2	GET	o.sa.aol.com	/b/ss/aolsvc,aolpatch/1/H.22.1/s78096206429219?AQB=1&pccr=true&vidn=276FDA6F851D30D7-40000106E000B3AD&&ndh=1&t=7/11/2011 17:47:56 3 300&ns=aolllc&cl=63072000&pageName=pat : Lawrenceville Patch - Main&g=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&r=http://1265042.590123.filter.bluelinkmarketing.com/click.php?x=L5wK3j6JjbPgmxfLUsKy4RjmVppJxbA2EQHnVkF8pgl9XT9J4V3ewT3qEUa5Y9y0%2BWOqG%2FkqbyKKGQXcyuobf%2FwYbqsZ82v2OPxgtAzc7cgortQqyC1Ky3ehJ6CqdKLrVd8LJ018fOoB2oBQzrSN336IpWuXLfL7zOUlUOWHqaMD3vWIrbceQxnBv%&cc=USD&ch=us.patch&server=patchfe-d21.ihost.aol.com&v0=keywrduspatc00000053&events=event10,event12&c1=pat : lawrenceville-ga&v1=138&c2=pat : &v2=Guest&c3=gmt_5&v9=30&c10=external web browser&v10=ContentPage&c12=http://lawrenceville-ga.patch.com/&c13=non-authenticated&c14=590123.filter.bluelinkmarketing.com&c15=unavailable&c16=434&v18=keywrduspatc00000053&v19=keywrduspatc00000053&c24=uaid_na&c49=H.22.1.2-Nov2011|mmx_1&s=800x600&c=24&j=1.5&v=Y&k=Y&bw=592&bh=277&ct=lan&hp=N&AQE=1	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FR3LS74z33wtuanlZa	image/gif
1323283797.00661	CvLL151GgUh6n5zQW6	192.168.31.10	1088	64.213.163.234	80	1	GET	r1-ads.ace.advertising.com	/site=801840/size=300250/u=2/bnum=4010878/xsxdata=1:93316902/hr=17/hl=2/c=2/scres=3/swh=800x600/tile=1/f=1/r=1/optn=1/fv=10/aolexp=1/aolexp=1/dref=http%3A%2F%2Flawrenceville-ga.patch.com%2F%3Fncid%3Dkeywrduspatc00000053%26utm_source%3Dbl%26utm_medium%3Dcpc%26utm_term%3D1265042_590123%26utm_campaign%3Dlawrenceville-ga	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	503	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	FPciz42zEz1JY44Bvc	text/html
1323283797.046448	CvLL151GgUh6n5zQW6	192.168.31.10	1088	64.213.163.234	80	2	GET	r1-ads.ace.advertising.com	/ctst=1/site=801840/size=300250/u=2/bnum=4010878/xsxdata=1:93316902/hr=17/hl=2/c=2/scres=3/swh=800x600/tile=1/f=1/r=1/optn=1/fv=10/aolexp=1/aolexp=1/dref=http%3A%2F%2Flawrenceville-ga.patch.com%2F%3Fncid%3Dkeywrduspatc00000053%26utm_source%3Dbl%26utm_medium%3Dcpc%26utm_term%3D1265042_590123%26utm_campaign%3Dlawrenceville-ga	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283797.046717	Ctfo9c2FMky9atzVa7	192.168.31.10	1089	64.213.163.234	80	1	GET	r1-ads.ace.advertising.com	/site=814347/size=728090/u=2/bnum=85444670/hr=17/hl=2/c=2/scres=3/swh=800x600/tile=1/f=1/r=1/optn=1/fv=10/aolexp=1/dref=http%3A%2F%2Flawrenceville-ga.patch.com%2F%3Fncid%3Dkeywrduspatc00000053%26utm_source%3Dbl%26utm_medium%3Dcpc%26utm_term%3D1265042_590123%26utm_campaign%3Dlawrenceville-ga	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	588	200	OK	-	-	-	(empty)	-	-	-	-	-	FZixky2mzzRP8sDNp3	text/html
1323283797.394321	CRrel82DLKOcLzouH2	192.168.31.10	1090	24.143.193.41	80	1	GET	ak1.abmr.net	/is/r1-ads.ace.advertising.com?U=/ctst=1/site=801840/size=300250/u=2/bnum=4010878/xsxdata=1:93316902/hr=17/hl=2/c=2/scres=3/swh=800x600/tile=1/f=1/r=1/optn=1/fv=10/aolexp=1/aolexp=1/dref=http%3A%2F%2Flawrenceville-ga.patch.com%2F%3Fncid%3Dkeywrduspatc00000053%26utm_source%3Dbl%26utm_medium%3Dcpc%26utm_term%3D1265042_590123%26utm_campaign%3Dlawrenceville-ga&V=3-aBae/JW1bNtRwdcujaxCLg67JZUWM7O1nswiup9QsZvbnpZkYWQjFaxpyto3kM02H1KjHOQfSRU=&I=24432086A534A7D&D=r1.ace.advertising.com&01AD=1&	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1323283797.40071	CvLL151GgUh6n5zQW6	192.168.31.10	1088	64.213.163.234	80	3	GET	r1-ads.ace.advertising.com	/ctst=1/site=801840/size=300250/u=2/bnum=4010878/xsxdata=1:93316902/hr=17/hl=2/c=2/scres=3/swh=800x600/tile=1/f=1/r=1/optn=1/fv=10/aolexp=1/aolexp=1/dref=http%3A%2F%2Flawrenceville-ga.patch.com%2F%3Fncid%3Dkeywrduspatc00000053%26utm_source%3Dbl%26utm_medium%3Dcpc%26utm_term%3D1265042_590123%26utm_campaign%3Dlawrenceville-ga?01AD=3B73hK3Alrh93_-ydmsoBOpmJum3ugAW4X3ASBxz2B6VN0zlBtQ9uvw&01RI=24432086A534A7D&01NA=na	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1072	200	OK	-	-	-	(empty)	-	-	-	-	-	FjdSTitsA26g7E9Kc	text/html
1323283800.958089	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	5	GET	lawrenceville-ga.patch.com	/images/spinner-f3f5f9.gif	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1849	200	OK	-	-	-	(empty)	-	-	-	-	-	FIruZx1nknJzRuPjM3	image/gif
1323283801.360694	CcAlNf2ZnZqz9cWYr1	192.168.31.10	1057	24.143.193.59	80	4	GET	assets2.patch-assets.com	/images/widget_icons/newsletter_gray_close_12x12.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1206	200	OK	-	-	-	(empty)	-	-	-	-	-	FN8P0EwBkykBdCTKh	image/png
1323283801.361053	C010c63dHbaoObIK7c	192.168.31.10	1060	24.143.193.59	80	5	GET	assets0.patch-assets.com	/images/styleguide/v1/sprites/icon_medium-s7b8ac818c6.png	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10480	200	OK	-	-	-	(empty)	-	-	-	-	-	FBwSnd2ITDerk5L63h	image/png
1323283802.876233	CpLSUh4or4ZFPzgU8b	192.168.31.10	1092	64.236.144.228	80	1	GET	adserver.adtechus.com	/addyn/3.0/5305.1/1648780/0/-1/ADTECH;grp=[group];alias=5280;size=300x250;target=_blank;loc=100;misc=1323298082921	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1168	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc6qRT3BJPcCWca9J5	text/plain
1323283802.878887	CPffq33XB6bhmBvxdb	192.168.31.10	1093	24.143.193.56	80	1	GET	bannerfarm.ace.advertising.com	/CDN/183655/DR_Holiday_2011_300x250_Static_Bean_Boot.jpg	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	40965	200	OK	-	-	-	(empty)	-	-	-	-	-	FECsVD3dwp6NUsyIub	image/jpeg
1323283802.875969	CJur4214vFZB3ne9Ch	192.168.31.10	1091	74.125.229.91	80	1	GET	ad.doubleclick.net	/adj/N6344.7859.AOL/B6013798.16;sz=728x90;click=http://r1-ads.ace.advertising.com/click/site=0000814347/mnum=0001118516/cstr=85444670=_4edfb4e0,5358776636,814347_1118516_81_0,1_/xsxdata=$xsxdata/bnum=85444670/optn=64?trg=;ord=5358776636?	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6845	200	OK	-	-	-	(empty)	-	-	-	-	-	FhMsHA1uvrxOnpGQf8	text/html
1323283802.974557	ChYI823v7eEmjKO6Ih	192.168.31.10	1094	205.188.60.65	80	1	GET	b.patch.com	/vanity/?ts=1323298083015&h=lawrenceville-ga.patch.com&v=13&t=Lawrenceville, GA Patch - News, Sports, Events, Businesses & Deals&r=http://1265042.590123.filter.bluelinkmarketing.com/click.php?x=L5wK3j6JjbPgmxfLUsKy4RjmVppJxbA2EQHnVkF8pgl9XT9J4V3ewT3qEUa5Y9y0%2BWOqG%2FkqbyKKGQXcyuobf%2FwYbqsZ82v2OPxgtAzc7cgortQqyC1Ky3ehJ6CqdKLrVd8LJ018fOoB2oBQzrSN336IpWuXLfL7zOUlUOWHqaMD3vWIrbceQxnBv%2FaIjp7BsCBkylmRV6WEu6AazMQe5Rw6cVjRyQYJNkz9dQG4QGfGljGt0lbnT%2BEvB8XEle4ylezIO%2BzcxurH1%2BqL7lqMBr1pDq7yiKzNwFzwaXv%2BWDTRm2u%2FIVqjMk9XmFAjPJCskDmL59uE4j9zfDwCQhS37nRFxzhONm6EiCA8AE7cSwAb2rdQN89GN2VMSq%2B%2F9%2BRl%2FOXy1IJ2ncoJ4KOY92XOq6OAuAywB59XaGMR2eQM7dtMqP0O8yX9qXQaPoHR%2BpVUPUOg96wfZxnPbAwVLWMK0E6uxAcXbbCOpACdA1uQ8zoKyWKuGGzOuvXqDmvo55SXN5JBeiC%2BkK4hXdp9z0Xl%2BTKS48VymR1Iub4AuthW2%2Bc%2BJb87bbsEb6Tr64149KfOPlqle%2FdBoNFDV8STZaWj7g%3D%3D&l=0&k=1&ms=6109&template=Main&usertype=Guest&dL_ch=us.patch&dL_dpt=pat : lawrenceville-ga&dL_sDpt=pat : 	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1338	302	Found	-	-	-	(empty)	-	-	-	-	-	F0qFep2KJdbrABgrB8	text/html
1323283803.012247	CjuVUg47JNyyGKQDz3	192.168.31.10	1095	205.188.60.65	80	1	GET	b.aol.com	/master/?1=1&HASH=cea6&REDIR=http://b.patch.com/vanity/?ts=1323298083015&h=lawrenceville-ga.patch.com&v=13&t=Lawrenceville, GA Patch - News, Sports, Events, Businesses & Deals&r=http://1265042.590123.filter.bluelinkmarketing.com/click.php?x=L5wK3j6JjbPgmxfLUsKy4RjmVppJxbA2EQHnVkF8pgl9XT9J4V3ewT3qEUa5Y9y0%2BWOqG%2FkqbyKKGQXcyuobf%2FwYbqsZ82v2OPxgtAzc7cgortQqyC1Ky3ehJ6CqdKLrVd8LJ018fOoB2oBQzrSN336IpWuXLfL7zOUlUOWHqaMD3vWIrbceQxnBv%2FaIjp7BsCBkylmRV6WEu6AazMQe5Rw6cVjRyQYJNkz9dQG4QGfGljGt0lbnT%2BEvB8XEle4ylezIO%2BzcxurH1%2BqL7lqMBr1pDq7yiKzNwFzwaXv%2BWDTRm2u%2FIVqjMk9XmFAjPJCskDmL59uE4j9zfDwCQhS37nRFxzhONm6EiCA8AE7cSwAb2rdQN89GN2VMSq%2B%2F9%2BRl%2FOXy1IJ2ncoJ4KOY92XOq6OAuAywB59XaGMR2eQM7dtMqP0O8yX9qXQaPoHR%2BpVUPUOg96wfZxnPbAwVLWMK0E6uxAcXbbCOpACdA1uQ8zoKyWKuGGzOuvXqDmvo55SXN5JBeiC%2BkK4hXdp9z0Xl%2BTKS48VymR1Iub4AuthW2%2Bc%2BJb87bbsEb6Tr64149KfOPlqle%2FdBoNFDV8STZaWj7g%3D%3D&l=0&k=1&ms=6109&template=Main&usertype=Guest&dL_ch=us.patch&dL_dpt=pat : lawrenceville-ga&dL_sDpt=pat : 	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1338	302	Found	-	-	-	(empty)	-	-	-	-	-	F5iUxu1fk7hsd9gdOb	text/html
1323283803.073571	ChYI823v7eEmjKO6Ih	192.168.31.10	1094	205.188.60.65	80	2	GET	b.patch.com	/vanity/?ts=1323298083015&h=lawrenceville-ga.patch.com&v=13&t=Lawrenceville, GA Patch - News, Sports, Events, Businesses & Deals&r=http://1265042.590123.filter.bluelinkmarketing.com/click.php?x=L5wK3j6JjbPgmxfLUsKy4RjmVppJxbA2EQHnVkF8pgl9XT9J4V3ewT3qEUa5Y9y0%2BWOqG%2FkqbyKKGQXcyuobf%2FwYbqsZ82v2OPxgtAzc7cgortQqyC1Ky3ehJ6CqdKLrVd8LJ018fOoB2oBQzrSN336IpWuXLfL7zOUlUOWHqaMD3vWIrbceQxnBv%2FaIjp7BsCBkylmRV6WEu6AazMQe5Rw6cVjRyQYJNkz9dQG4QGfGljGt0lbnT%2BEvB8XEle4ylezIO%2BzcxurH1%2BqL7lqMBr1pDq7yiKzNwFzwaXv%2BWDTRm2u%2FIVqjMk9XmFAjPJCskDmL59uE4j9zfDwCQhS37nRFxzhONm6EiCA8AE7cSwAb2rdQN89GN2VMSq%2B%2F9%2BRl%2FOXy1IJ2ncoJ4KOY92XOq6OAuAywB59XaGMR2eQM7dtMqP0O8yX9qXQaPoHR%2BpVUPUOg96wfZxnPbAwVLWMK0E6uxAcXbbCOpACdA1uQ8zoKyWKuGGzOuvXqDmvo55SXN5JBeiC%2BkK4hXdp9z0Xl%2BTKS48VymR1Iub4AuthW2%2Bc%2BJb87bbsEb6Tr64149KfOPlqle%2FdBoNFDV8STZaWj7g%3D%3D&l=0&k=1&ms=6109&template=Main&usertype=Guest&dL_ch=us.patch&dL_dpt=pat : lawrenceville-ga&dL_sDpt=pat : &UNAUTHID=1.ffed34ae210311e190809514a6128413.7570	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	F1SWJu3exNGsRoUT23	image/gif
1323283803.084416	ClMPIgBkXsYqnw0H8	192.168.31.10	1096	74.125.229.219	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FqO2f34PznBtzGvJ7d	text/plain
1323283803.085733	CNrkld1qYcgyEcjHL8	192.168.31.10	1097	74.125.229.252	80	1	GET	pagead2.googlesyndication.com	/pagead/show_ads.js	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13114	200	OK	-	-	-	(empty)	-	-	-	-	-	FCiHGv3Eok6W5rNOv4	text/plain
1323283803.090758	C53z4c1oTyzyoTCFF3	192.168.31.10	1098	64.236.144.228	80	1	GET	adserverec.adtechus.com	/adperf/3.0/5305/1356765/0/170/AdId=2053927;BnId=6;ct=4261985906;st=2659;ku=0;ccid=1;scid=1028147;iid=0;zcid=19098;subnid=1;camnid=5305;camsubnid=1;bnnr=15376801;ctlen=975;	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1323283803.167186	CJ23Jw3B3LcUAb3dEj	192.168.31.10	1085	69.31.74.89	80	3	GET	b.scorecardresearch.com	/beacon.js?c1=3&c2=6035940&c3=6013798&c4=45399858&c5=73749267&c6=	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1216	200	OK	-	-	-	(empty)	-	-	-	-	-	FrOTb632coe8tHS087	text/plain
1323283803.171786	CBULJfrN0o6MaEpll	192.168.31.10	1099	24.143.193.10	80	1	GET	cdn.doubleverify.com	/script250.js?agnc=1000798&cmp=6013798&crt=&crtname=&adnet=&dvtagver=3.3.1346.2176&adsrv=1&plc=73749267&advid=3155318&sid=1009914&adid=	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4138	200	OK	-	-	-	(empty)	-	-	-	-	-	FlNRcC3owxKAP0cpD3	text/plain
1323283803.166792	ClMPIgBkXsYqnw0H8	192.168.31.10	1096	74.125.229.219	80	2	GET	s0.2mdn.net	/3155318/728x90_FY12_WDW_Domestic_Q2Q3RO_Mickey.swf	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29112	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe4Brz2qS5wikbJs62	application/x-shockwave-flash
1323283803.218584	CJ23Jw3B3LcUAb3dEj	192.168.31.10	1085	69.31.74.89	80	4	GET	b.scorecardresearch.com	/b?c1=3&c2=6035940&rn=0.9618289068198623&c7=http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp&c3=6013798&c4=45399858&c5=73749267&c6=&c10=&c15=&c16=&c8=Patch Ads&c9=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&cv=1.8	http://lawrenceville-ga.patch.com/ads/iframed/ad-hlb_hp/hlb_hp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1323283803.220251	CNrkld1qYcgyEcjHL8	192.168.31.10	1097	74.125.229.252	80	2	GET	pagead2.googlesyndication.com	/pagead/js/r20111130/r20110914/show_ads_impl.js	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	49042	200	OK	-	-	-	(empty)	-	-	-	-	-	FFeMNqB9WERfg5KU1	text/plain
1323283803.28936	CNgxmH2aECZUEcmCIf	192.168.31.10	1101	24.143.193.16	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1568	200	OK	-	-	-	(empty)	-	-	-	-	-	F9z3oF1cGhvPI52VSj	text/html
1323283803.336903	CNrkld1qYcgyEcjHL8	192.168.31.10	1097	74.125.229.252	80	3	GET	pagead2.googlesyndication.com	/pagead/render_ads.js	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	287	200	OK	-	-	-	(empty)	-	-	-	-	-	FX2OBo1QO2BAIzXz2g	text/plain
1323283803.363343	CvkaN54bLnB9L2dLuf	192.168.31.10	1100	69.171.224.39	80	1	GET	www.facebook.com	/extern/login_status.php?api_key=124197974267398&app_id=124197974267398&channel_url=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f3c5338c0fca1ac&relation=parent.parent&transport=fragment&display=hidden&extern=2&locale=en_US&next=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f12259ea1c7f5f3&relation=parent&transport=fragment&frame=f356b045bd1488c&result=%22xxRESULTTOKENxx%22&no_session=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f15a1d7bf1eb58f&relation=parent&transport=fragment&frame=f356b045bd1488c&no_user=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f32394545cf112&relation=parent&transport=fragment&frame=f356b045bd1488c&ok_session=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=fdea2f7f033115&relation=parent&transport=fragment&frame=f356b045bd1488c&sdk=joey&session_origin=1&session_version=3	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1323283803.668951	CNysE81hJIYtzQStm7	192.168.31.10	1104	204.93.223.146	80	1	GET	beacon-1.newrelic.com	/1/1a6d6e37c5?a=62132&qt=0&ap=18&dc=6453&fe=6453&to=dl9aQEsJXg9QREpQU0YfXVJLB18GUQ==&v=22	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_top_home/display_top_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1323283803.519827	C7gKM24JTAwDK17L92	192.168.31.10	1103	74.125.229.186	80	1	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-aol-patch&format=300x250_pas_sl&output=html&h=250&w=300&channel=TWIST_Slot2_BTF_300x250_HP&ad_type=text&ea=0&color_bg=FFFFFF&color_border=FFFFFF&color_line=FFFFFF&color_link=0000ff&color_text=000000&color_url=116A16&flash=10.0.32.18&url=http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&adsafe=high&dt=1323298083406&shv=r20111130&jsv=r20110914&saldr=1&correlator=1323298083421&jscb=1&frm=23&adk=355160462&ga_vid=1752646633.1323298083&ga_sid=1323298083&ga_hid=436716182&ga_fc=0&u_tz=-300&u_his=2&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=times new roman&dfs=1&adx=663&ady=1117&biw=576&bih=261&ifk=1299786285&fu=4&ifi=1&dtd=109	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7298	200	OK	-	-	-	(empty)	-	-	-	-	-	FONxvw1GSCDRhmQag7	text/html
1323283804.107574	CNysE81hJIYtzQStm7	192.168.31.10	1104	204.93.223.146	80	2	GET	beacon-1.newrelic.com	/1/1a6d6e37c5?a=62132&qt=0&ap=17&dc=610&fe=1141&to=dl9aQEsJXg9QREpQU0YfXVJLB18GUQ==&v=22	http://lawrenceville-ga.patch.com/ads/iframed/ad-display_right_home/display_right_home	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1323283803.49811	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	6	GET	lawrenceville-ga.patch.com	/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f32394545cf112&relation=parent&transport=fragment&frame=f356b045bd1488c	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	185540	200	OK	-	-	-	(empty)	-	-	-	-	-	FrMWxl1lVe7CDxrsdc	text/html
1323283806.256412	CKlj4S32NmIKQohPF1	192.168.31.10	1054	205.188.87.51	80	7	GET	lawrenceville-ga.patch.com	/_uac/adpage.html	http://lawrenceville-ga.patch.com/?ncid=keywrduspatc00000053&utm_source=bl&utm_medium=cpc&utm_term=1265042_590123&utm_campaign=lawrenceville-ga&fb_xd_fragment#?=&cb=f32394545cf112&relation=parent&transport=fragment&frame=f356b045bd1488c	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1742	200	OK	-	-	-	(empty)	-	-	-	-	-	FR4QPv2co0lkZuiP1	text/html
1323283806.401299	CjRfG715XWKyiX4bbh	192.168.31.10	1106	64.236.144.245	80	1	GET	at.atwola.com	/addyn/3.0/5113.1/221794/0/-1/noperf=1;alias=93316902;kvpatchsite=US_GA_LAWRENCEVILLE;kvdma=atlanta;kvpg=lawrenceville-ga.patch;kvugc=0;kvui=ffed34ae210311e190809514a6128413;kvmn=93316902;target=_blank;aduho=-300;grp=298072859	http://lawrenceville-ga.patch.com/_uac/adpage.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	637	200	OK	-	-	-	(empty)	-	-	-	-	-	FbGhvq2MwnLjYUkYu	text/plain
