#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-08-04
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1368563142.855994	CHcuOv2gX84gpnpTkb	192.168.69.10	1030	64.147.122.110	80	1	GET	rollingstone.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1368563146.808022	Cyu2b64LMsb64k0hC9	192.168.69.10	1053	95.154.207.117	80	3	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/zkzip.html	http://asdj003.adneine.com/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1062	200	OK	-	-	-	(empty)	-	-	-	-	-	FW9E7ljO0p5RkMV6	text/html
1368563147.163517	Cyu2b64LMsb64k0hC9	192.168.69.10	1053	95.154.207.117	80	4	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/jorg.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	917	200	OK	-	-	-	(empty)	-	-	-	-	-	F4GHXAUGKdo0v29y3	text/html
1368563149.053788	CEK3Wc2ttEGpQUihik	192.168.69.10	1055	95.154.207.117	80	1	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/hfEBsG.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12489	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe85bSxbtAsyF7dkf	application/zip
1368563149.668473	CEK3Wc2ttEGpQUihik	192.168.69.10	1055	95.154.207.117	80	2	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/hfEBsG.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12489	200	OK	-	-	-	(empty)	-	-	-	-	-	FP7P1I3tg9I4vRSQHb	application/zip
1368563150.178668	CEK3Wc2ttEGpQUihik	192.168.69.10	1055	95.154.207.117	80	3	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/hfEBsG.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12489	200	OK	-	-	-	(empty)	-	-	-	-	-	FSo62T1QDC2XvXCQe	application/zip
1368563145.4116	Cx8xMQ5gv5dcFTP0g	192.168.69.10	1040	74.125.229.251	80	3	GET	ad.doubleclick.net	/adj/rstone.site/homepage;tile=4;sz=300x251;ord=4834512804643873000?	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1368563155.623185	CEK3Wc2ttEGpQUihik	192.168.69.10	1055	95.154.207.117	80	4	GET	asdj003.adneine.com	/XRA58c0qGmQ112mK0O58l13xQ00Y1BS0l2x90YJQt01bEA16GZ90eyei00AcV13rqf057qq12AKT0hJDV0kWIs16XDa0Qeq40PWxc0RlN10yot001qFJ17iFk0pyE710q7K0IHOK01Uyl0t8U80ywqp056Cy0MEg20pidR16jk70lEOr11OBo0f4Sm0JEHh0K6540xBqz0vcsv0ZJxh0dpK40WnsA0GOtb113PW/hfEBsG.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12489	200	OK	-	-	-	(empty)	-	-	-	-	-	FcQgqg4bHG4ZPHqIeh	application/zip
1368563156.205286	CEK3Wc2ttEGpQUihik	192.168.69.10	1055	95.154.207.117	80	5	GET	asdj003.adneine.com	/IY2FCu0NHIs09DTj0bqPN0x2It0Mmns06jhP0WgYb0nnG113IUb0HOOe0zioU0MZFG0N96D0iQwd11ay80mQKQ0RtV80fqdK0BxrN0NiCO0frnt0Summ0hlrH0g2Dd0uCiM0QiY00yWd010dMF01owG11NmP17Exd0jT7L0eBHu14gi40f6SK0saFr0J9cx0ffOq0poJO0bJie0S4wS0OszB0eO2b137DN0juHZ0764x105u70lBQx/iMfXdKZTbB.exe?NcFH3vNdIAyFchbEP=ub89hUbTIUUaKycf7&h=11	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	128000	200	OK	-	-	-	(empty)	-	-	-	-	-	FGrsF8209e8LMejcUa	application/x-dosexec
1368563157.729866	CQJHZb4jFpdpoGzt4k	192.168.69.10	1057	50.22.196.70	80	1	GET	j.maxmind.com	/app/geoip.js	-	-	0	502	200	OK	-	-	-	(empty)	-	-	-	-	-	FX4exsaHHAYDB3Jij	text/plain
1368563180.022732	C3wQgC3ej8wxQps3v9	192.168.69.10	1078	83.133.120.16	80	1	GET	xlotxdxtorwfmvuzfuvtspel.com	/OgQsJ7XRGAbzdj0xLjImaWQ9Mzc3NTU2NDAwNyZhaWQ9MzA1NjEmc2lkPTAmb3M9NS4xLTMyhjeuWx5O	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
#close	2014-04-03-10-08-04
